Gene	PolyAHL	HL	UWCounts	UWFrac
YBR207W	3.9	6.8	86	0.184549356223
YDR532C	6.6	6.8	60	0.155440414508
YER146W	3.5	5.1	11	0.117021276596
YPL132W	3.9	4.2	61	0.202657807309
YIL114C	2.4	7.4	54	0.191489361702
YJL157C	1.2	2.4	129	0.15523465704
YHL028W	5.0	9.1	108	0.178217821782
YGR154C	4.9	7.2	57	0.159663865546
YLR130C	2.0	2.7	65	0.1536643026
YER022W	2.6	6.5	124	0.18023255814
YMR205C	1.9	54.0	184	0.191666666667
YJL185C	3.5	14.2	44	0.149659863946
YNL022C	1.8	3.3	89	0.181262729124
YML017W	2.3	6.3	121	0.203703703704
YKR087C	6.4	14.5	61	0.176300578035
YOR232W	2.5	3.7	34	0.148471615721
YKR091W	2.7	3.3	38	0.153846153846
YHL013C	1.3	2.7	41	0.133116883117
YMR185W	2.6	5.2	185	0.188391038697
YMR227C	2.2	3.2	58	0.0981387478849
YDR030C	6.8	6.2	86	0.169625246548
YPL221W	1.0	2.6	130	0.163727959698
YPL274W	2.2	4.8	124	0.210884353741
YEL051W	5.1	18.1	40	0.155642023346
YGR014W	1.4	3.6	295	0.225707727621
YGL050W	2.1	3.3	42	0.153284671533
YER179W	4.6	7.0	50	0.149253731343
YMR150C	6.2	15.7	36	0.188481675393
YML056C	2.4	18.9	106	0.201904761905
YPL084W	6.3	35.4	140	0.165680473373
YDR354W	2.1	4.4	67	0.175853018373
YJL053W	8.2	15.4	72	0.189473684211
YPR104C	2.0	3.7	136	0.145144076841
YML028W	6.5	47.6	20	0.10152284264
YLL001W	2.3	8.3	151	0.199208443272
YHL006C	2.9	2.4	12	0.0794701986755
YLR043C	5.4	25.2	14	0.134615384615
YJR062C	2.4	8.2	90	0.196506550218
YBR035C	6.3	15.4	36	0.157205240175
YNL167C	11.4	22.4	131	0.202160493827
YIL144W	10.4	13.1	106	0.153179190751
YIL133C	2.7	10.4	34	0.17
YJL166W	6.5	9.5	17	0.178947368421
YJL200C	2.6	30.6	142	0.179746835443
YPL113C	23.6	27.8	65	0.163727959698
YNL067W	2.4	5.5	27	0.140625
YKL014C	2.5	22.3	339	0.192067988669
YLR237W	4.8	17.6	122	0.20367278798
YKL176C	1.2	3.7	168	0.202653799759
YHR043C	11.7	53.9	40	0.161943319838
YJR008W	16.0	26.5	57	0.16814159292
YDL203C	1.9	3.4	92	0.147435897436
YML031W	1.8	3.6	92	0.140243902439
YLR215C	2.2	3.0	53	0.146814404432
YFR001W	2.0	2.9	35	0.170731707317
YIL031W	4.0	6.4	225	0.217391304348
YLR203C	6.4	15.0	64	0.146453089245
YLR342W	2.9	24.5	371	0.197655833777
YLR335W	3.4	35.0	125	0.173370319001
YJR102C	4.9	9.2	34	0.167487684729
YOL092W	2.3	6.7	55	0.177993527508
YJR088C	4.2	10.8	54	0.184300341297
YGR104C	2.6	5.6	51	0.165584415584
YLR368W	4.1	5.9	113	0.188647746244
YBR268W	2.2	4.8	12	0.11320754717
YPR083W	1.2	3.0	99	0.170689655172
YGR173W	2.4	5.7	62	0.168021680217
YDR009W	7.5	7.7	89	0.170825335893
YJL095W	2.3	6.0	268	0.181203515889
YOL149W	1.8	3.4	46	0.198275862069
YOR046C	3.5	20.4	80	0.165631469979
YPR187W	1.9	3.7	24	0.153846153846
YEL018W	2.4	4.2	31	0.110714285714
YDR432W	3.5	40.2	46	0.110843373494
YGR195W	2.6	4.9	35	0.141700404858
YGL104C	15.3	25.0	94	0.193018480493
YHR036W	2.8	4.6	69	0.146186440678
YOL072W	4.6	10.1	53	0.116228070175
YIL017C	10.4	52.4	165	0.178958785249
YOL123W	16.0	58.6	101	0.188785046729
YDR132C	6.5	6.4	102	0.20564516129
YML116W	2.0	2.8	118	0.217311233886
YBR084C-A	4.6	30.8	27	0.142105263158
YHR207C	5.4	12.7	90	0.170777988615
YNL220W	2.8	8.7	90	0.207373271889
YGR060W	2.7	17.9	43	0.138709677419
YGL031C	3.7	13.0	26	0.166666666667
YJL093C	4.0	8.9	130	0.187861271676
YML034W	3.9	4.6	126	0.150898203593
YPR023C	3.3	6.8	56	0.139303482587
YPL126W	2.6	14.6	169	0.188405797101
YLR144C	4.3	23.7	155	0.198717948718
YEL072W	18.8	22.1	45	0.193965517241
YML061C	2.1	3.8	142	0.16511627907
YHR101C	6.3	6.8	61	0.181547619048
YER163C	14.1	27.7	30	0.128755364807
YPL268W	2.2	3.8	170	0.195402298851
YGL110C	4.6	6.5	93	0.1488
YMR242C	2.8	10.8	21	0.121387283237
YCR030C	6.6	13.5	156	0.179104477612
YPL183C	1.5	5.1	200	0.197238658777
YPR118W	3.2	10.0	80	0.194174757282
YHR056C	4.6	8.2	184	0.20814479638
YJR016C	3.2	24.6	97	0.165529010239
YMR284W	7.0	9.5	113	0.187396351575
YGR063C	2.3	4.9	19	0.184466019417
YMR035W	4.6	12.1	34	0.191011235955
YKR011C	15.2	26.3	68	0.19209039548
YDR107C	2.4	6.3	131	0.194650817236
YPR005C	6.4	8.1	54	0.183050847458
YNL044W	3.7	7.7	29	0.16384180791
YDR200C	7.7	13.1	99	0.163636363636
YDR255C	7.5	31.8	68	0.161137440758
YDL220C	6.1	16.7	115	0.124324324324
YNL142W	2.4	4.6	98	0.196
YHR019C	4.4	46.4	89	0.16036036036
YAL003W	7.1	43.4	27	0.130434782609
YGR138C	4.0	11.5	132	0.214634146341
YIL078W	3.3	33.1	122	0.165986394558
YFL024C	2.3	2.5	142	0.170468187275
YJL127C	3.5	4.7	99	0.154446177847
YBL092W	4.5	28.7	22	0.167938931298
YDR375C	3.5	4.6	78	0.17067833698
YIR001C	3.2	6.9	41	0.163346613546
YKL195W	4.3	6.8	44	0.108910891089
YDR320C	3.6	10.2	124	0.185351270553
YPL030W	2.0	2.6	94	0.165492957746
YDR452W	6.1	8.1	98	0.145185185185
YLR316C	3.6	5.0	26	0.0804953560372
YFR022W	4.2	8.1	149	0.202997275204
YGL225W	2.0	10.2	83	0.245562130178
YOR352W	5.7	7.4	55	0.15988372093
YDR534C	20.7	32.3	120	0.226843100189
YOR069W	4.0	8.4	90	0.133136094675
YGR038W	2.5	5.0	51	0.22869955157
YFL029C	4.6	6.7	51	0.138211382114
YBR227C	3.9	10.2	82	0.157389635317
YLR378C	4.6	9.4	72	0.149688149688
YIL116W	5.9	28.7	66	0.170984455959
YGR156W	11.4	22.1	81	0.19014084507
YFR048W	2.3	3.6	118	0.177978883861
YGL169W	2.1	4.0	80	0.187353629977
YMR307W	2.2	8.2	136	0.242857142857
YOL006C	2.1	6.8	99	0.128571428571
YDL066W	3.7	59.2	62	0.144522144522
YLR132C	4.3	8.1	50	0.171821305842
YML011C	3.7	6.0	23	0.129213483146
YNL201C	1.8	5.0	161	0.187427240978
YDR398W	1.7	2.9	100	0.155279503106
YCR028C-A	4.5	12.5	32	0.235294117647
YER075C	3.9	4.5	174	0.187298170075
YJL187C	4.5	5.3	151	0.184146341463
YLR018C	1.8	3.1	25	0.0833333333333
YKR085C	2.1	4.8	20	0.102040816327
YOR234C	3.1	11.8	23	0.212962962963
YKL212W	4.3	17.7	100	0.160256410256
YOR269W	9.3	7.4	88	0.177777777778
YOR212W	1.8	2.5	88	0.207547169811
YEL053C	2.1	4.9	137	0.186648501362
YPL037C	5.7	27.5	15	0.0949367088608
YMR129W	1.8	4.0	261	0.195067264574
YDR158W	4.8	42.1	55	0.150273224044
YHR065C	2.1	4.5	76	0.151394422311
YOR164C	5.8	17.2	69	0.220447284345
YPL082C	2.0	3.1	293	0.156852248394
YGR283C	2.0	4.9	54	0.157894736842
YLR429W	4.0	9.0	85	0.13036809816
YCR032W	14.0	36.4	444	0.20479704797
YDR105C	5.0	6.8	103	0.217299578059
YLR045C	3.9	8.6	117	0.131608548931
YLR098C	4.4	7.4	109	0.167950693374
YPL117C	3.8	8.6	58	0.200692041522
YKR058W	14.0	16.9	116	0.188006482982
YDR369C	2.4	3.7	182	0.212865497076
YLR453C	2.5	6.1	78	0.19696969697
YMR298W	7.4	35.2	23	0.152317880795
YDR350C	4.3	5.8	126	0.183941605839
YDR261C	8.1	26.6	106	0.188277087034
YIL131C	2.7	3.9	80	0.164948453608
YBR146W	3.5	4.9	44	0.15770609319
YKL012W	3.5	5.2	90	0.154109589041
YJL164C	7.4	10.3	68	0.170854271357
YNL030W	1.3	2.7	21	0.201923076923
YLR191W	2.2	2.7	66	0.170542635659
YJL004C	3.9	8.4	46	0.225490196078
YDR356W	2.4	3.7	125	0.132275132275
YJL051W	3.7	7.2	142	0.172539489672
YDL205C	2.4	4.0	42	0.128048780488
YML080W	0.8	1.1	74	0.174528301887
YMR016C	1.8	4.2	125	0.15903307888
YIL037C	2.3	3.6	124	0.188736681887
YOL052C	4.2	9.7	50	0.125944584383
YDR475C	7.1	12.3	147	0.167616875713
YJR100C	4.1	7.2	67	0.204268292683
YLR340W	4.8	45.4	45	0.143769968051
YAL048C	3.4	4.8	102	0.153846153846
YPR085C	2.6	4.6	92	0.207207207207
YGL200C	8.0	20.4	29	0.142156862745
YOR019W	8.0	31.1	121	0.165526675787
YBR120C	4.8	5.8	24	0.147239263804
YDR280W	2.0	2.4	41	0.133986928105
YHR138C	9.9	22.2	23	0.2
YPR189W	3.8	32.3	276	0.192602930914
YOR259C	6.4	12.5	64	0.146118721461
YDR434W	4.6	9.4	103	0.192523364486
YGL106W	5.5	22.3	11	0.0733333333333
YIL019W	3.1	8.0	52	0.149855907781
YOR099W	4.9	21.1	74	0.187817258883
YNL222W	6.3	8.5	41	0.19806763285
YML118W	6.9	17.4	66	0.130434782609
YHR205W	2.5	6.8	149	0.180606060606
YOL121C	4.8	21.9	25	0.172413793103
YMR215W	5.6	33.5	110	0.209523809524
YDR051C	4.0	7.1	63	0.188059701493
YGR062C	4.6	4.6	49	0.154574132492
YBR078W	3.6	32.8	115	0.267441860465
YPR021C	4.5	8.8	176	0.194905869324
YGR244C	11.9	53.1	59	0.13785046729
YDR496C	1.0	2.9	104	0.158295281583
YML032C	7.3	9.0	77	0.16313559322
YLR146C	1.2	2.1	60	0.199335548173
YDL193W	29.9	41.0	61	0.162234042553
YBR052C	9.3	20.6	32	0.151658767773
YER134C	4.8	9.2	32	0.178770949721
YNL088W	5.1	41.5	259	0.181245626312
YER161C	4.0	6.8	36	0.107784431138
YBR083W	10.3	13.1	73	0.149897330595
YBR058C-A	5.2	11.3	21	0.259259259259
YOR042W	8.2	25.1	43	0.104368932039
YCR079W	3.9	5.3	41	0.0925507900677
YDR164C	2.5	7.3	123	0.169655172414
YKL033W	1.8	4.1	187	0.179980750722
YPL181W	4.4	6.9	69	0.136094674556
YHR081W	2.7	4.4	33	0.178378378378
YDL179W	2.6	4.8	52	0.170491803279
YER056C	0.7	1.4	105	0.196629213483
YML063W	3.6	19.1	50	0.1953125
YLR417W	3.4	7.8	81	0.142857142857
YLR084C	4.3	6.0	265	0.217035217035
YMR080C	2.4	5.6	171	0.175925925926
YKR013W	4.0	12.6	56	0.169696969697
YGL025C	3.5	3.9	49	0.123115577889
YML121W	3.4	6.4	50	0.16077170418
YPR007C	3.5	5.4	134	0.196769456681
YMR117C	2.4	3.5	33	0.154205607477
YDL124W	9.6	22.3	38	0.121405750799
YGR266W	8.5	34.8	120	0.17094017094
YHR163W	6.2	17.5	30	0.12
YNR061C	2.4	5.4	45	0.204545454545
YOR005C	8.1	8.8	159	0.168253968254
YDL226C	2.7	6.3	62	0.175637393768
YKL059C	3.7	5.1	63	0.142533936652
YGL092W	2.3	13.1	262	0.198786039454
YDR513W	12.0	20.5	20	0.138888888889
YKL084W	6.0	11.1	21	0.179487179487
YNL079C	8.0	30.8	5	0.025
YJL125C	1.0	1.8	66	0.171875
YBL090W	2.7	3.7	22	0.123595505618
YKL142W	15.2	36.3	29	0.131818181818
YPL049C	2.7	4.5	62	0.136865342163
YOR110W	3.9	6.5	62	0.142201834862
YDR373W	4.7	14.3	42	0.219895287958
YIR003W	7.5	16.6	112	0.164705882353
YDR450W	5.9	29.4	23	0.156462585034
YGL227W	8.4	20.5	191	0.199165797706
YOR350C	2.3	4.7	125	0.188253012048
YGR036C	2.6	5.7	44	0.183333333333
YDR536W	2.6	7.7	103	0.180701754386
YAL001C	2.7	10.8	213	0.1834625323
YHR155W	13.8	33.3	229	0.186330349878
YOL102C	1.9	4.3	36	0.155844155844
YBR252W	3.3	6.9	21	0.141891891892
YMR305C	1.9	4.5	82	0.210256410256
YGR150C	1.8	2.7	156	0.180346820809
YEL065W	2.2	5.3	134	0.213036565978
YEL055C	3.0	34.0	162	0.158357771261
YML013W	3.8	16.0	71	0.121367521368
YNL207W	2.3	4.9	90	0.211267605634
YOR210W	3.0	8.5	7	0.0985915492958
YOL008W	3.7	6.7	34	0.163461538462
YBR089C-A	2.2	4.1	11	0.11
YLR089C	5.3	23.6	104	0.175379426644
YKR083C	2.6	4.4	16	0.119402985075
YER128W	2.7	3.2	24	0.117647058824
YLR061W	4.5	26.8	12	0.0983606557377
YKL214C	2.1	4.2	35	0.171568627451
YOL088C	11.5	13.5	50	0.179856115108
YKR095W	4.6	26.4	261	0.139125799574
YMR223W	2.2	3.9	100	0.21186440678
YPR048W	2.0	3.6	106	0.169871794872
YGR010W	3.8	9.2	60	0.151515151515
YBL027W	3.7	13.4	28	0.147368421053
YMR154C	7.0	56.3	140	0.192307692308
YGL186C	2.6	5.9	120	0.206896551724
YMR049C	2.1	9.3	129	0.159653465347
YOR166C	2.0	5.9	87	0.18954248366
YGR285C	6.6	56.4	56	0.129032258065
YDR374W-A	4.3	9.0	15	0.166666666667
YOR236W	1.3	2.9	24	0.11320754717
YMR176W	3.7	10.6	267	0.189093484419
YCL063W	2.3	2.3	68	0.160377358491
YER048C	5.3	16.9	50	0.127551020408
YBR031W	3.1	12.8	47	0.129476584022
YLL005C	11.3	37.8	175	0.201380897583
YOR148C	3.4	7.7	27	0.145161290323
YDL147W	6.6	14.8	67	0.150224215247
YMR063W	1.2	3.4	29	0.120833333333
YMR014W	1.7	9.8	72	0.138461538462
YBR119W	3.6	7.1	40	0.133779264214
YJL162C	1.2	2.7	91	0.155821917808
YDR085C	4.3	6.4	100	0.161030595813
YNL032W	2.6	4.7	37	0.131205673759
YGR227W	1.9	4.0	101	0.192015209125
YJL006C	1.2	1.7	65	0.200617283951
YOR281C	1.9	3.6	29	0.101045296167
YHR023W	3.6	15.3	313	0.162260238466
YER095W	6.1	19.8	59	0.147132169576
YLR170C	3.1	6.4	20	0.127388535032
YML086C	4.1	15.0	104	0.19734345351
YKR030W	4.0	6.9	70	0.255474452555
YDL207W	2.1	3.3	68	0.126159554731
YLR211C	3.4	5.2	39	0.171806167401
YHR182W	2.2	4.9	134	0.17048346056
YBR122C	4.3	4.6	28	0.157303370787
YHR001W	6.2	14.4	74	0.168949771689
YDR477W	3.9	6.4	99	0.156151419558
YBR199W	7.7	18.7	87	0.187096774194
YIL042C	4.2	7.8	32	0.0810126582278
YIL035C	6.1	10.5	66	0.176943699732
YJR106W	11.7	24.1	136	0.187327823691
YGR177C	1.2	3.6	87	0.162313432836
YKL045W	3.6	6.7	70	0.132325141777
YJR022W	2.2	4.3	7	0.0636363636364
YKL185W	1.8	4.0	103	0.174872665535
YLR364W	4.5	9.2	17	0.154545454545
YNL250W	6.5	29.1	205	0.156130997715
YOR377W	9.6	14.6	93	0.17680608365
YGL108C	2.7	4.0	16	0.113475177305
YDR388W	10.7	44.6	58	0.120082815735
YGR082W	1.9	2.9	27	0.146739130435
YDR436W	4.6	8.3	123	0.172995780591
YKL116C	1.9	2.8	93	0.179190751445
YOR319W	2.0	4.1	39	0.182242990654
YDR181C	2.5	3.2	74	0.153526970954
YOL127W	5.0	35.9	30	0.20979020979
YNL224C	3.5	6.9	124	0.161458333333
YAL020C	2.5	8.0	19	0.0568862275449
YBR275C	3.7	8.2	351	0.183098591549
YOR187W	4.5	13.7	82	0.187214611872
YMR217W	3.9	33.6	80	0.152091254753
YGL035C	4.3	5.1	86	0.170297029703
YOR136W	5.2	17.5	67	0.181081081081
YDR494W	4.3	4.7	60	0.165745856354
YDL024C	11.7	34.3	83	0.17697228145
YGL068W	3.2	5.5	35	0.179487179487
YLR028C	6.9	17.1	81	0.136824324324
YER136W	4.7	36.2	84	0.185840707965
YDR028C	6.8	40.8	179	0.176354679803
YDL079C	4.8	8.7	85	0.169322709163
YNL180C	3.7	5.2	60	0.180722891566
YDR162C	4.7	5.0	40	0.168776371308
YJL101C	2.3	6.8	127	0.187039764359
YBL069W	1.7	3.2	76	0.176744186047
YOR129C	2.0	3.4	180	0.201342281879
YMR069W	8.7	6.7	27	0.0944055944056
YBR010W	1.9	3.6	17	0.124087591241
YDL104C	2.0	5.3	73	0.178921568627
YKL119C	2.5	4.4	28	0.12962962963
YPL016W	3.4	44.4	283	0.215209125475
YLR086W	2.6	14.5	201	0.141649048626
YML030W	3.3	4.9	17	0.10625
YML065W	4.1	6.7	156	0.170491803279
YER001W	1.5	2.9	143	0.187418086501
YGL023C	3.8	5.5	80	0.125786163522
YPR009W	3.6	6.3	53	0.197026022305
YMR115W	4.9	8.0	78	0.155378486056
YGR264C	2.4	35.2	154	0.204787234043
YPL169C	12.2	26.3	94	0.156666666667
YHR161C	8.0	18.3	84	0.131661442006
YDL224C	5.0	6.5	127	0.195384615385
YGR134W	11.1	7.0	206	0.183437221728
YGR169C	1.3	2.6	63	0.155555555556
YFL028C	3.3	6.7	47	0.162068965517
YBR105C	2.4	3.7	53	0.146005509642
YDR456W	3.7	8.6	137	0.216088328076
YDR324C	1.3	2.5	153	0.196911196911
YJL072C	2.1	3.1	34	0.158878504673
YOR112W	4.7	27.8	134	0.175853018373
YPR132W	4.4	22.5	29	0.198630136986
YNL175C	2.1	4.0	53	0.131188118812
YOR356W	2.6	10.3	91	0.143987341772
YGR152C	2.7	6.1	45	0.164835164835
YAR027W	19.3	29.8	56	0.237288135593
YGL221C	6.6	16.6	34	0.117647058824
YGR034W	3.2	14.7	17	0.1328125
YJR147W	2.2	6.7	42	0.116991643454
YHR128W	2.6	6.2	29	0.133640552995
YDR538W	3.1	8.5	42	0.172839506173
YIL112W	3.8	9.5	156	0.143911439114
YOL104C	14.0	10.1	71	0.201133144476
YNR028W	3.9	5.7	59	0.190938511327
YAL056W	3.5	4.9	163	0.185017026107
YPL134C	5.9	12.8	41	0.131832797428
YPL143W	3.8	24.0	18	0.166666666667
YGL174W	3.9	34.1	29	0.10861423221
YOR216C	3.9	9.5	48	0.0989690721649
YBL036C	4.4	14.6	40	0.15503875969
YNL039W	8.1	16.8	103	0.173109243697
YGR183C	4.5	13.8	12	0.179104477612
YPR191W	4.5	20.8	49	0.132791327913
YDL049C	1.1	2.5	43	0.159851301115
YHR068W	3.2	8.6	75	0.193298969072
YNL272C	3.6	6.4	147	0.193421052632
YBR048W	4.3	25.3	22	0.140127388535
YKR081C	1.5	2.6	52	0.150724637681
YJL183W	2.2	3.7	67	0.158392434988
YBL059C-A	3.5	5.9	14	0.127272727273
YIL065C	4.3	9.1	18	0.115384615385
YOL031C	11.2	14.1	65	0.154028436019
YJR094W-A	3.4	10.4	23	0.247311827957
YKL216W	2.8	11.8	57	0.180952380952
YGR012W	5.5	13.2	58	0.147208121827
YNL098C	5.0	10.4	48	0.148606811146
YML102W	3.5	4.8	51	0.108742004264
YDR049W	1.4	3.2	98	0.154818325434
YER100W	5.1	17.7	47	0.187250996016
YCR018C	4.4	4.2	38	0.171171171171
YPL178W	4.2	4.9	39	0.186602870813
YCR036W	4.1	8.5	64	0.191616766467
YGR287C	10.9	31.5	83	0.140677966102
YCL061C	2.4	6.1	145	0.132178669098
YDR101C	1.8	4.7	112	0.188552188552
YJR002W	2.1	4.4	93	0.156565656566
YNL061W	2.1	5.2	93	0.150242326333
YMR239C	1.4	3.0	74	0.156779661017
YIL135C	7.8	12.3	82	0.187643020595
YDR087C	3.0	5.4	35	0.125448028674
YDR072C	2.0	2.6	96	0.181818181818
YGL211W	2.5	4.3	50	0.138888888889
YOL009C	4.1	6.0	52	0.191176470588
YDR352W	3.7	7.9	54	0.169811320755
YKL129C	5.0	41.9	211	0.165750196386
YML051W	3.5	18.1	65	0.149082568807
YHR184W	0.9	1.1	94	0.164335664336
YDR243C	2.5	5.6	101	0.171477079796
YLR172C	5.0	12.2	46	0.152823920266
YKR036C	2.1	4.8	101	0.156832298137
YPL195W	3.6	38.2	166	0.177920685959
YIL040W	2.2	4.7	29	0.208633093525
YDR471W	1.8	5.2	16	0.116788321168
YOR040W	15.2	36.8	48	0.167832167832
YAL019W	2.6	10.4	168	0.148409893993
YLR344W	4.3	18.9	21	0.1640625
YNL206C	2.4	4.9	70	0.15350877193
YLR449W	3.0	10.4	46	0.117048346056
YNL156C	4.9	7.2	57	0.19
YML123C	0.9	3.2	121	0.205782312925
YLR239C	2.6	6.3	50	0.151975683891
YPL075W	3.4	3.8	158	0.201017811705
YJR024C	2.5	4.5	30	0.122448979592
YBR142W	1.9	4.8	128	0.165374677003
YGR175C	2.2	14.3	90	0.181086519115
YJR126C	4.9	7.3	142	0.174876847291
YDR012W	3.7	13.8	47	0.129476584022
YOL152W	14.1	30.0	119	0.191626409018
YOL125W	1.9	3.0	78	0.163522012579
YGR203W	3.2	8.8	16	0.107382550336
YHL003C	3.9	6.1	74	0.179611650485
YJR104C	5.2	19.3	14	0.0903225806452
YBR203W	6.9	13.3	189	0.204324324324
YGR080W	7.9	16.7	48	0.144144144144
YBL011W	2.3	4.6	111	0.146052631579
YAL022C	2.5	5.8	64	0.123552123552
YGL153W	5.2	10.6	41	0.119883040936
YNL291C	3.6	5.3	113	0.205828779599
YJR010C-A	2.5	11.8	14	0.147368421053
YEL003W	3.6	9.6	11	0.0982142857143
YPL244C	2.1	4.0	60	0.176470588235
YDR492W	4.0	7.3	62	0.195583596215
YPR052C	2.3	7.1	14	0.148936170213
YPR025C	8.6	8.4	65	0.164974619289
YBR087W	2.6	3.9	57	0.160563380282
YDR330W	10.8	21.1	67	0.13373253493
YHR107C	7.1	11.1	48	0.117647058824
YAR002W	2.4	5.4	105	0.194444444444
YDR026C	2.5	4.3	89	0.155866900175
YEL029C	1.9	3.3	59	0.188498402556
YOL012C	3.3	3.7	25	0.185185185185
YPL219W	4.4	5.6	77	0.156186612576
YNL182C	1.2	2.0	108	0.194244604317
YPL020C	2.0	5.1	122	0.1961414791
YJL103C	12.0	46.5	131	0.211631663974
YNL042W	3.7	5.7	71	0.178841309824
YNL308C	3.0	4.5	70	0.118243243243
YPL010W	5.1	11.7	34	0.178947368421
YHR058C	1.1	4.0	38	0.128378378378
YJR049C	6.1	18.8	80	0.15065913371
YPR112C	2.3	12.2	124	0.13963963964
YPR169W	3.5	5.4	81	0.16430020284
YHR085W	1.0	1.3	53	0.158208955224
YML067C	4.5	11.0	66	0.186968838527
YER052C	7.0	17.4	100	0.189393939394
YLR080W	6.1	30.1	59	0.132584269663
YMR184W	4.6	10.0	36	0.180904522613
YLR413W	1.1	3.1	121	0.17899408284
YDL120W	5.0	7.6	21	0.12
YOL059W	2.3	4.6	44	0.0997732426304
YMR113W	2.7	4.5	69	0.161214953271
YHR021C	4.2	31.6	15	0.180722891566
YHR072W-A	3.2	5.9	8	0.135593220339
YHR167W	2.7	6.4	44	0.167938931298
YKL146W	4.1	8.5	101	0.145743145743
YLR227C	3.8	5.2	88	0.178137651822
YKL080W	4.4	23.4	63	0.160305343511
YFL055W	8.3	21.6	96	0.171735241503
YKL160W	3.8	21.8	24	0.164383561644
YDL091C	8.2	14.5	72	0.157894736842
YHR198C	4.8	7.4	61	0.189440993789
YJL129C	3.7	10.6	231	0.186893203883
YLR209C	8.1	24.2	52	0.166666666667
YMR026C	2.5	5.2	65	0.1625
YJL074C	2.1	19.8	182	0.147847278635
YNL177C	4.2	5.5	54	0.174193548387
YDR454C	9.7	58.4	36	0.191489361702
YPR134W	2.9	3.7	42	0.156133828996
YFR039C	3.6	6.9	88	0.172211350294
YHL020C	4.5	8.4	27	0.0666666666667
YIL009W	2.0	3.5	129	0.185611510791
YFR042W	4.1	9.4	40	0.199004975124
YLR305C	6.6	29.9	349	0.183587585481
YOR354C	4.0	5.3	141	0.203463203463
YGL223C	2.6	4.7	68	0.162679425837
YOR036W	4.0	5.9	43	0.148788927336
YGR032W	7.6	29.1	384	0.20253164557
YJR145C	4.7	28.6	42	0.160305343511
YGL076C	5.6	29.1	34	0.138775510204
YNL148C	3.3	4.7	22	0.0862745098039
YBR256C	5.1	10.5	45	0.188284518828
YKL073W	2.8	12.4	146	0.165532879819
YNL130C	8.2	28.8	83	0.210659898477
YPL141C	2.5	4.4	140	0.161662817552
YHR151C	2.2	5.0	111	0.210626185958
YNR036C	3.6	5.5	17	0.11038961039
YDR192C	2.2	4.8	98	0.227378190255
YMR318C	4.3	18.7	53	0.146814404432
YCL018W	2.2	3.6	59	0.161643835616
YGR181W	3.5	7.9	13	0.122641509434
YML109W	3.6	6.5	155	0.164369034995
YBL030C	2.8	10.5	55	0.172413793103
YOR381W	4.2	9.0	136	0.191011235955
YER073W	1.2	2.4	82	0.157389635317
YLR065C	2.8	5.8	31	0.17032967033
YBR046C	5.8	33.5	57	0.170149253731
YHR020W	1.9	20.5	99	0.143686502177
YOL033W	7.1	6.5	92	0.171322160149
YBR238C	1.4	6.6	137	0.187158469945
YGR049W	4.0	9.0	22	0.117021276596
YKR099W	0.9	2.3	142	0.174876847291
YOR144C	2.0	2.6	124	0.156565656566
YBR039W	3.7	8.1	62	0.198717948718
YMR158W	4.4	7.0	22	0.141025641026
YJL024C	3.7	6.6	25	0.128205128205
YER102W	3.8	18.1	29	0.144278606965
YER019W	3.5	5.8	40	0.0836820083682
YMR263W	1.8	2.9	36	0.178217821782
YLR129W	1.7	3.8	170	0.180084745763
YMR172W	2.5	3.5	132	0.183333333333
YCR034W	2.6	7.9	79	0.227011494253
YLL009C	3.5	5.6	7	0.1
YBR071W	11.4	25.1	31	0.146226415094
YBR060C	4.4	7.5	97	0.156199677939
YDR103W	8.9	16.7	194	0.211328976035
YIR023W	2.5	4.2	171	0.176107106076
YKR043C	2.9	6.8	27	0.0992647058824
YMR067C	3.9	9.8	79	0.189448441247
YDL143W	3.5	13.0	79	0.149338374291
YGL197W	9.0	33.0	279	0.1875
YPR060C	3.8	8.1	47	0.182879377432
YNL036W	4.0	11.0	39	0.175675675676
YMR296C	2.5	6.3	60	0.107334525939
YDR267C	1.4	3.4	48	0.14501510574
YJL208C	2.2	4.4	56	0.169696969697
YOR162C	10.9	23.7	155	0.191122071517
YMR098C	3.6	5.2	109	0.177814029364
YJL002C	4.1	13.0	96	0.201257861635
YPR159W	3.6	33.4	151	0.209431345354
YGR223C	6.1	6.2	80	0.178173719376
YPR075C	4.9	15.6	58	0.160664819945
YER099C	2.6	6.2	63	0.197492163009
YLR174W	13.4	29.0	63	0.152542372881
YDL216C	4.4	10.2	71	0.160997732426
YHR005C	3.4	6.3	73	0.154334038055
YLR393W	4.6	8.6	45	0.160714285714
YDR310C	3.6	7.5	166	0.156161806209
YBR217W	4.3	12.0	34	0.181818181818
YNL154C	3.9	6.6	81	0.148080438757
YFR009W	4.4	50.4	129	0.171314741036
YNL101W	4.6	11.0	149	0.208683473389
YJL137C	3.4	6.8	62	0.162729658793
YBR115C	3.3	33.8	248	0.178033022254
YIR015W	4.3	8.0	24	0.165517241379
YDR448W	8.7	17.8	72	0.165517241379
YLR360W	4.0	12.9	86	0.195454545455
YKL181W	2.7	5.7	76	0.177570093458
YOR315W	1.3	2.4	55	0.158501440922
YDR034C	2.4	3.8	163	0.206068268015
YGL054C	5.1	9.8	23	0.165467625899
YML125C	2.2	4.6	34	0.108626198083
YGR086C	3.3	12.5	40	0.117647058824
